A_team,B_team,A_score,B_score,A_xg,B_xg,A_standings,B_standings,season,target
Udinese,Juventus,1,2,0.37,2.79,11,5,2020/2021,1
Fiorentina,Empoli,0,1,2.43,0.95,12,18,2018/2019,0
Chievo,Udinese,1,1,0.5,0.43,13,8,2017/2018,1
Lazio,Verona,1,1,0.89,1.75,6,12,2014/2015,0
Verona,Torino,2,2,1.62,0.93,16,6,2015/2016,1
Verona,Genoa,2,5,1.07,1.44,16,9,2014/2015,0
Spezia,Crotone,3,2,1.39,1.44,16,20,2020/2021,1
Udinese,Inter,1,5,1.16,3.53,14,1,2020/2021,0
Roma,Sassuolo,3,1,2.39,0.84,3,12,2016/2017,1
Cagliari,Torino,0,4,1.27,2.73,14,10,2017/2018,1
Napoli,Roma,2,4,2.29,1.74,1,5,2017/2018,1
Genoa,Atalanta,1,2,2.56,1.35,10,13,2015/2016,1
Crotone,Genoa,2,2,1.55,2.49,19,16,2016/2017,0
Benevento,Crotone,3,2,1.3,2.14,20,17,2017/2018,1
Sampdoria,Lazio,1,5,0.51,4.87,16,3,2019/2020,0
Napoli,Fiorentina,0,0,3.03,0.64,2,9,2018/2019,0
Pescara,AC Milan,1,1,0.91,2.44,20,7,2016/2017,1
Bologna,Lazio,2,2,3.38,1.6,13,6,2019/2020,1
Sassuolo,Bologna,2,2,1.94,1.51,9,17,2018/2019,1
Verona,Bologna,0,2,0.24,1.29,19,18,2015/2016,1
Atalanta,Chievo,1,0,2.43,0.2,8,13,2017/2018,1
Genoa,Udinese,1,1,1.42,1.37,15,16,2015/2016,0
Chievo,Cagliari,1,0,0.96,0.4,14,18,2014/2015,1
Inter,Frosinone,1,0,1.41,0.74,5,19,2015/2016,0
SPAL 2013,Fiorentina,1,1,1.06,1.22,18,9,2017/2018,1
Fiorentina,Roma,1,2,0.44,1.38,14,5,2020/2021,1
Udinese,Atalanta,0,0,0.27,0.74,12,17,2014/2015,0
Juventus,Fiorentina,3,2,1.69,2.05,1,7,2014/2015,1
Palermo,Sampdoria,1,1,0.51,1.45,17,16,2016/2017,0
Bologna,Sampdoria,0,2,0.26,1.29,19,9,2015/2016,0
Frosinone,Torino,2,3,1.94,1.92,20,12,2018/2019,0
Lazio,Verona,3,0,2.16,0.35,8,19,2017/2018,0
Napoli,Benevento,6,0,5.46,0.21,4,20,2017/2018,1
Sassuolo,Bologna,0,1,0.64,1.37,12,16,2016/2017,1
Napoli,Genoa,0,0,1.28,0.48,4,14,2015/2016,0
Torino,Parma Calcio 1913,1,0,1.33,0.69,15,20,2014/2015,1
Spezia,Udinese,2,0,0.81,1.87,16,15,2020/2021,0
Chievo,Torino,2,1,1.03,0.96,13,11,2015/2016,0
Genoa,Cagliari,1,1,1.81,0.31,17,14,2018/2019,1
Napoli,Inter,0,0,1.21,0.44,1,2,2017/2018,1
Brescia,Lazio,0,2,0.79,3.91,19,4,2019/2020,0
Empoli,Udinese,1,2,1.78,0.71,16,13,2014/2015,1
Udinese,Fiorentina,1,0,1.01,0.39,13,14,2020/2021,1
AC Milan,Fiorentina,1,1,0.86,0.36,4,10,2014/2015,1
Sassuolo,Bologna,1,2,0.71,2.03,14,18,2018/2019,0
Napoli,Sampdoria,0,3,1.12,0.83,3,20,2018/2019,0
Atalanta,Inter,0,2,1.02,1.16,3,2,2019/2020,1
Empoli,Lazio,0,1,0.48,2.05,17,7,2018/2019,0
Udinese,Fiorentina,2,3,2.69,1.2,17,13,2020/2021,0
Lazio,Chievo,4,1,2.67,1.49,9,10,2015/2016,1
Empoli,Napoli,2,3,1.36,2.04,17,3,2016/2017,1
Chievo,Crotone,0,1,1.0,2.22,13,18,2017/2018,0
Roma,Pescara,4,1,2.85,2.36,2,20,2016/2017,0
Brescia,Lecce,1,3,0.96,2.54,19,18,2019/2020,0
Napoli,Atalanta,2,1,1.78,1.16,3,11,2018/2019,0
Verona,AC Milan,2,2,2.21,3.65,11,1,2020/2021,0
Inter,Crotone,6,2,2.46,1.85,2,19,2020/2021,1
Fiorentina,Inter,3,4,2.25,1.7,6,13,2020/2021,0
Torino,Sampdoria,5,1,3.5,0.47,13,5,2014/2015,1
Sassuolo,Sampdoria,4,1,2.66,1.24,15,19,2019/2020,1
Chievo,Lazio,2,1,1.18,1.64,20,8,2018/2019,0
Atalanta,Palermo,0,1,1.63,1.05,17,18,2016/2017,1
Genoa,Parma Calcio 1913,2,1,1.77,1.2,12,18,2014/2015,0
Sampdoria,Genoa,1,0,0.25,0.2,5,8,2014/2015,0
Fiorentina,AC Milan,1,1,2.0,0.76,13,9,2019/2020,1
Palermo,AC Milan,2,0,1.65,1.12,15,5,2014/2015,0
Roma,Fiorentina,2,1,0.96,1.27,4,2,2015/2016,0
Juventus,Napoli,4,3,2.01,1.59,5,6,2019/2020,1
Fiorentina,Roma,1,2,0.71,2.93,12,5,2019/2020,0
Cagliari,Inter,0,2,0.14,1.05,16,6,2018/2019,0
Napoli,Genoa,0,0,0.93,0.84,1,10,2016/2017,0
Juventus,Napoli,1,0,1.0,0.76,3,1,2017/2018,0
Fiorentina,AC Milan,0,1,0.83,0.98,12,5,2018/2019,1
Crotone,Sassuolo,1,2,0.71,2.25,16,18,2017/2018,0
SPAL 2013,Sampdoria,1,2,1.17,1.67,12,13,2018/2019,0
Frosinone,Roma,0,2,0.37,1.91,19,8,2015/2016,1
Sampdoria,Sassuolo,0,1,0.03,0.73,9,13,2017/2018,0
Atalanta,Lazio,0,2,0.78,1.44,15,8,2015/2016,0
Roma,Verona,2,0,2.69,0.35,2,6,2014/2015,1
Sampdoria,Atalanta,1,2,1.95,1.89,9,8,2018/2019,1
Cagliari,Sassuolo,4,3,2.18,1.43,16,14,2016/2017,1
Chievo,Atalanta,1,1,1.03,0.94,16,17,2014/2015,0
Genoa,Parma Calcio 1913,0,1,0.6,1.51,12,13,2018/2019,0
Juventus,Inter,2,1,1.82,1.95,1,8,2014/2015,0
Chievo,Genoa,1,1,1.3,0.57,13,17,2017/2018,0
Sampdoria,Cagliari,4,1,3.15,1.08,9,16,2017/2018,1
Verona,Inter,1,2,1.24,2.03,9,2,2020/2021,1
Roma,Benevento,0,0,0.92,0.25,3,16,2020/2021,0
Verona,Crotone,2,1,1.29,0.83,9,20,2020/2021,1
SPAL 2013,Parma Calcio 1913,1,0,1.41,0.15,9,10,2018/2019,1
Juventus,Genoa,3,1,2.83,1.47,4,13,2020/2021,1
Verona,Lazio,0,1,0.22,0.46,9,7,2020/2021,1
Benevento,Verona,0,3,0.35,1.81,16,9,2020/2021,1
Udinese,Chievo,2,0,1.12,1.58,14,19,2018/2019,0
Verona,Torino,3,3,2.33,1.44,12,10,2019/2020,1
Genoa,Sampdoria,2,3,2.03,1.18,17,14,2015/2016,1
Juventus,Sampdoria,2,3,1.88,1.84,3,6,2017/2018,0
Napoli,Fiorentina,3,0,1.19,0.25,6,4,2014/2015,1
AC Milan,Empoli,4,1,0.78,1.53,3,17,2016/2017,0
Udinese,Atalanta,1,1,1.04,0.82,12,5,2016/2017,1
Atalanta,Udinese,1,1,1.12,0.27,13,16,2015/2016,1
Frosinone,Sassuolo,2,2,0.62,2.06,19,11,2018/2019,0
Fiorentina,Genoa,1,2,1.8,2.41,14,11,2019/2020,0
Genoa,Lecce,2,2,2.56,0.86,18,16,2019/2020,0
AC Milan,Atalanta,0,5,0.33,2.34,9,6,2019/2020,0
Lazio,Empoli,2,0,2.56,0.41,8,12,2015/2016,1
AC Milan,Verona,1,1,1.92,1.2,8,10,2019/2020,1
Sassuolo,Torino,1,2,1.35,1.87,12,13,2019/2020,0
Napoli,Inter,0,2,0.32,1.89,2,4,2015/2016,0
Sampdoria,Roma,2,0,1.14,1.81,6,2,2014/2015,0
Crotone,Genoa,1,4,1.32,2.23,9,10,2020/2021,0
Sassuolo,Inter,1,0,2.24,2.22,7,2,2015/2016,0
Bologna,Torino,1,1,1.34,1.46,12,16,2019/2020,1
Torino,Fiorentina,0,1,0.62,2.35,18,7,2020/2021,0
Palermo,Atalanta,2,3,4.54,1.4,11,17,2014/2015,1
Spezia,Torino,0,0,0.31,0.99,14,18,2020/2021,0
Palermo,Bologna,0,0,1.26,0.59,19,15,2016/2017,1
Roma,Cesena,2,0,2.94,0.17,2,18,2014/2015,1
Fiorentina,Roma,1,2,1.27,0.96,2,4,2015/2016,1
Juventus,Genoa,1,1,1.85,0.85,1,12,2018/2019,1
Cagliari,Lazio,1,3,1.81,2.59,14,7,2018/2019,0
Juventus,Atalanta,2,0,1.67,0.34,1,8,2017/2018,1
Fiorentina,Udinese,1,0,1.16,0.77,13,14,2019/2020,1
Genoa,Lazio,1,3,0.64,1.8,11,7,2016/2017,0
Torino,Crotone,1,1,2.66,0.47,10,18,2016/2017,1
Verona,Napoli,0,2,1.74,2.28,10,4,2019/2020,0
Sampdoria,Udinese,2,2,1.18,1.49,5,11,2014/2015,1
Sampdoria,Lazio,0,1,1.12,1.03,6,3,2014/2015,1
Sampdoria,Atalanta,1,2,0.78,2.03,8,11,2015/2016,0
Juventus,Genoa,4,0,1.5,0.45,1,16,2016/2017,1
Juventus,Roma,1,3,1.04,1.94,1,5,2019/2020,1
Napoli,Juventus,1,0,1.0,0.21,2,1,2017/2018,0
Cagliari,Sampdoria,2,2,0.98,0.53,17,11,2020/2021,0
Chievo,Palermo,3,1,1.34,1.81,9,18,2015/2016,1
Bologna,Crotone,1,0,1.05,0.98,16,19,2016/2017,0
AC Milan,Empoli,1,1,1.53,1.18,16,17,2018/2019,0
Fiorentina,Benevento,1,0,1.72,1.21,10,20,2017/2018,1
Sassuolo,Torino,1,0,1.37,1.66,14,15,2014/2015,0
Torino,Sassuolo,1,1,0.97,1.41,11,15,2017/2018,0
Bologna,Lazio,2,0,1.3,2.5,12,6,2020/2021,1
Inter,AC Milan,1,0,2.09,0.65,3,12,2018/2019,1
Pescara,Sassuolo,1,3,2.06,1.22,20,14,2016/2017,1
Cagliari,Parma Calcio 1913,4,3,2.36,1.62,18,19,2020/2021,1
Fiorentina,Empoli,3,2,1.13,1.16,5,13,2014/2015,0
Benevento,Atalanta,1,4,0.95,4.08,10,7,2020/2021,1
Sampdoria,Cagliari,0,0,2.25,0.95,9,16,2018/2019,0
Palermo,Cagliari,5,0,3.19,0.98,12,18,2014/2015,1
Udinese,Lazio,0,1,0.61,1.03,14,6,2016/2017,0
Udinese,SPAL 2013,3,0,1.35,0.33,15,20,2019/2020,0
Napoli,Sampdoria,2,1,1.52,0.71,5,13,2020/2021,1
Parma Calcio 1913,Fiorentina,1,0,0.48,1.49,12,8,2018/2019,0
Udinese,Napoli,1,2,2.22,1.76,14,7,2020/2021,1
Verona,Roma,1,3,0.73,2.18,9,4,2020/2021,0
Parma Calcio 1913,Chievo,3,2,0.93,1.35,20,11,2014/2015,0
Parma Calcio 1913,SPAL 2013,0,1,0.15,1.41,10,9,2018/2019,0
Sampdoria,Bologna,4,1,1.67,0.99,12,18,2018/2019,1
Juventus,Sassuolo,2,0,1.54,0.62,1,11,2016/2017,0
Crotone,Verona,2,1,0.65,0.62,20,10,2020/2021,1
Benevento,SPAL 2013,0,2,0.35,1.83,20,18,2017/2018,0
Sassuolo,Udinese,0,0,1.83,0.14,9,17,2018/2019,1
Parma Calcio 1913,AC Milan,2,2,0.6,1.85,15,1,2020/2021,0
Sassuolo,Sampdoria,2,1,0.99,0.83,14,9,2016/2017,1
Empoli,Roma,1,3,0.55,1.6,16,4,2015/2016,0
Juventus,AC Milan,3,1,2.36,1.03,5,1,2020/2021,0
Genoa,Sampdoria,0,2,0.74,2.47,14,9,2018/2019,0
Lecce,Genoa,1,2,1.7,0.45,18,17,2019/2020,0
Verona,Torino,2,2,3.22,1.56,19,7,2017/2018,0
Fiorentina,Chievo,3,0,2.21,0.66,5,14,2014/2015,1
Sassuolo,AC Milan,1,1,0.29,1.99,16,6,2017/2018,0
Lazio,Torino,3,1,2.17,0.44,5,10,2016/2017,1
Sassuolo,Torino,1,1,1.09,1.98,14,9,2014/2015,1
Sampdoria,Bologna,3,1,2.65,1.05,11,14,2016/2017,1
Atalanta,Benevento,1,0,1.56,0.5,12,20,2017/2018,1
Atalanta,SPAL 2013,1,1,1.45,0.59,8,17,2017/2018,0
Juventus,Roma,1,2,0.97,0.97,16,13,2015/2016,0
Juventus,Sassuolo,3,3,2.43,1.9,1,8,2019/2020,0
Empoli,Genoa,1,3,1.91,1.87,17,15,2018/2019,1
Chievo,Torino,0,0,0.56,0.72,16,10,2017/2018,1
Atalanta,Verona,2,0,2.07,0.15,5,9,2020/2021,0
AC Milan,Cagliari,1,2,2.44,2.34,6,13,2016/2017,0
SPAL 2013,Udinese,3,2,1.64,1.11,10,16,2017/2018,1
Napoli,Inter,0,0,0.77,0.16,1,5,2017/2018,0
Cagliari,Napoli,0,3,0.11,2.97,14,3,2017/2018,0
Juventus,Sassuolo,2,1,2.85,0.74,1,3,2018/2019,1
Cagliari,Udinese,1,2,1.09,2.59,14,11,2016/2017,0
Chievo,Benevento,0,1,0.94,0.99,13,20,2017/2018,0
Cagliari,Chievo,0,1,0.32,1.21,12,13,2016/2017,0
Lazio,Sampdoria,3,0,1.54,0.63,10,12,2019/2020,0
Inter,Sassuolo,1,2,1.89,1.2,5,12,2017/2018,1
Cesena,Atalanta,2,2,2.63,1.41,19,17,2014/2015,1
AC Milan,Verona,2,2,2.17,1.55,10,15,2014/2015,1
AC Milan,Sampdoria,1,0,0.78,0.59,15,5,2016/2017,0
Cagliari,Udinese,1,2,2.45,0.74,13,16,2018/2019,1
SPAL 2013,Verona,0,3,0.74,2.04,20,11,2019/2020,0
AC Milan,Cesena,2,0,1.25,0.49,11,19,2014/2015,1
Atalanta,Fiorentina,0,0,0.94,1.36,13,14,2016/2017,0
Bologna,Spezia,2,2,1.61,2.67,12,17,2020/2021,0
Verona,Roma,0,3,0.2,3.67,19,11,2017/2018,0
Roma,Atalanta,1,2,1.54,1.68,2,6,2016/2017,0
Juventus,Cagliari,3,1,2.11,0.73,1,12,2018/2019,1
Benevento,Cagliari,2,1,1.23,1.17,10,15,2020/2021,0
Napoli,Roma,2,0,2.65,0.67,8,2,2014/2015,1
Genoa,Torino,0,0,0.21,0.41,13,17,2020/2021,0
Torino,Juventus,2,1,1.7,1.63,9,1,2014/2015,1
Udinese,SPAL 2013,3,2,1.39,1.17,16,11,2018/2019,1
Inter,Genoa,3,0,2.86,0.1,1,12,2020/2021,1
Palermo,Chievo,0,1,1.26,1.79,11,16,2014/2015,0
Inter,Torino,0,0,1.31,1.1,13,14,2014/2015,0
Udinese,Chievo,1,2,0.73,0.42,14,13,2017/2018,1
Juventus,Sampdoria,0,2,0.49,0.69,1,9,2018/2019,0
SPAL 2013,Torino,1,2,0.63,1.86,16,10,2017/2018,0
Brescia,Parma Calcio 1913,1,1,1.99,0.82,18,7,2019/2020,0
Atalanta,Udinese,1,1,0.82,1.04,5,12,2016/2017,0
Verona,Genoa,0,2,0.52,2.03,13,14,2015/2016,0
Verona,Juventus,1,2,0.34,2.7,19,1,2017/2018,0
AC Milan,Parma Calcio 1913,1,1,0.8,0.83,4,14,2018/2019,0
Benevento,Sassuolo,2,2,1.46,1.35,20,16,2017/2018,0
Roma,Atalanta,1,2,1.19,0.81,4,10,2017/2018,1
Udinese,Roma,1,2,1.03,2.53,14,3,2014/2015,0
Juventus,AC Milan,2,4,1.41,2.22,1,7,2019/2020,0
Lazio,Torino,4,3,1.76,2.47,11,19,2020/2021,0
Torino,AC Milan,0,1,0.26,1.23,14,11,2019/2020,0
Juventus,Genoa,2,1,2.66,0.27,2,17,2019/2020,1
Torino,Lazio,3,1,1.07,1.42,12,5,2017/2018,0
Bologna,Spezia,4,1,3.13,0.53,12,14,2020/2021,1
Torino,Udinese,5,1,1.25,1.57,11,16,2015/2016,0
Fiorentina,AC Milan,2,1,1.77,0.79,5,10,2014/2015,1
Torino,Fiorentina,1,1,1.42,1.94,11,4,2014/2015,0
Atalanta,Sampdoria,1,2,1.27,1.31,7,9,2017/2018,1
Crotone,Fiorentina,0,2,0.23,1.59,18,9,2017/2018,0
Bologna,Lazio,1,1,1.04,2.92,13,5,2016/2017,0
Crotone,Sampdoria,0,1,0.69,2.04,20,10,2020/2021,1
Inter,Spezia,2,1,1.26,0.78,2,17,2020/2021,1
Cagliari,Fiorentina,2,1,2.2,0.71,14,10,2018/2019,1
Inter,Sassuolo,7,0,3.97,0.48,8,11,2014/2015,1
Udinese,Sampdoria,0,1,0.34,1.4,12,9,2020/2021,1
Inter,Sampdoria,5,0,3.66,0.48,5,7,2017/2018,0
Torino,Inter,0,0,1.1,1.31,14,13,2014/2015,1
Atalanta,Udinese,1,2,1.1,1.91,9,15,2015/2016,0
Atalanta,Lazio,1,1,1.6,1.57,17,2,2014/2015,1
Fiorentina,Brescia,0,0,0.83,0.54,9,16,2019/2020,0
Benevento,Udinese,3,3,1.67,2.77,20,14,2017/2018,1
Sampdoria,Cagliari,2,2,2.72,1.52,3,16,2014/2015,0
AC Milan,Benevento,2,0,3.45,0.74,5,18,2020/2021,1
AC Milan,Udinese,1,1,0.82,0.84,8,10,2017/2018,0
Torino,Empoli,0,1,0.96,1.26,9,15,2014/2015,1
Verona,Cagliari,2,1,1.52,1.3,16,18,2014/2015,0
Lazio,Genoa,3,2,3.11,0.55,5,16,2017/2018,0
Cagliari,Spezia,2,2,1.45,2.74,12,14,2020/2021,1
Udinese,Parma Calcio 1913,1,3,1.7,1.21,9,15,2019/2020,1
Atalanta,Bologna,1,2,2.16,1.34,6,13,2019/2020,0
Chievo,Sassuolo,1,1,1.51,1.11,11,8,2015/2016,1
Lazio,Torino,1,0,2.82,0.33,4,10,2017/2018,0
Torino,Genoa,1,0,0.66,0.93,12,18,2019/2020,0
Empoli,Inter,0,1,0.43,0.93,16,3,2018/2019,1
AC Milan,Atalanta,2,0,2.06,0.61,4,2,2020/2021,0
Roma,Sassuolo,4,2,2.96,0.85,16,10,2019/2020,1
AC Milan,Cagliari,2,1,1.42,0.56,4,18,2017/2018,1
Genoa,Sassuolo,1,2,1.05,2.26,19,7,2020/2021,0
Atalanta,Inter,0,0,1.23,0.94,5,3,2018/2019,0
Chievo,Napoli,1,3,0.96,1.27,11,3,2016/2017,1
Torino,Brescia,4,0,3.11,0.59,15,19,2019/2020,0
Sassuolo,Verona,1,1,1.5,1.16,8,20,2015/2016,0
Atalanta,AC Milan,2,2,2.09,2.35,15,16,2018/2019,0
Fiorentina,Udinese,2,2,1.08,1.89,11,13,2016/2017,0
Sampdoria,Palermo,1,1,1.16,0.99,5,10,2014/2015,1
Roma,AC Milan,3,3,2.36,2.82,7,2,2020/2021,0
Roma,Empoli,0,0,1.44,0.33,2,17,2016/2017,0
Inter,Parma Calcio 1913,1,0,1.9,0.47,3,12,2018/2019,0
AC Milan,Inter,0,1,0.83,1.86,12,4,2015/2016,0
Bologna,Udinese,1,2,1.61,1.76,18,17,2015/2016,1
Roma,Genoa,3,1,2.76,1.17,5,19,2019/2020,0
Roma,Frosinone,2,0,1.91,0.37,8,19,2015/2016,0
Parma Calcio 1913,Crotone,1,2,1.5,0.8,15,20,2020/2021,0
Lazio,AC Milan,1,1,0.72,1.51,8,6,2015/2016,0
Sampdoria,Frosinone,0,1,0.55,1.01,8,19,2018/2019,1
Fiorentina,Atalanta,2,3,1.29,3.08,15,4,2020/2021,1
Torino,Bologna,1,1,1.11,2.18,19,14,2020/2021,1
Genoa,Juventus,1,0,1.06,1.15,10,1,2014/2015,1
Carpi,Bologna,0,0,0.29,1.16,19,9,2015/2016,0
Inter,Bologna,2,1,2.4,0.5,4,13,2017/2018,1
Bologna,Sampdoria,3,1,2.27,1.57,13,11,2020/2021,1
Juventus,Frosinone,1,1,1.99,0.51,13,20,2015/2016,1
Torino,Juventus,1,1,0.34,3.09,9,1,2016/2017,0
Pescara,Bologna,0,3,0.26,3.15,20,16,2016/2017,1
Crotone,Fiorentina,2,1,0.99,0.76,17,7,2017/2018,1
Sassuolo,Inter,0,7,0.48,3.97,11,8,2014/2015,0
Inter,Chievo,1,0,2.4,0.38,5,13,2015/2016,1
Genoa,Carpi,1,4,1.38,3.16,11,17,2015/2016,0
Napoli,Fiorentina,3,3,2.01,0.85,3,8,2016/2017,0
Benevento,Roma,2,5,1.56,4.19,7,9,2020/2021,0
SPAL 2013,Bologna,0,1,0.85,3.76,17,9,2019/2020,0
Brescia,SPAL 2013,2,1,1.62,1.58,19,20,2019/2020,1
Pescara,Cagliari,0,1,1.12,1.39,20,15,2016/2017,0
Bologna,Roma,1,2,2.36,1.76,18,6,2018/2019,0
Napoli,Sampdoria,4,2,1.84,1.2,3,11,2016/2017,0
Genoa,Sassuolo,3,3,3.14,2.79,7,11,2014/2015,1
Sampdoria,Cagliari,3,0,1.61,0.5,14,11,2019/2020,1
Genoa,Inter,0,2,1.01,0.85,12,10,2016/2017,0
Palermo,Roma,0,5,0.21,2.44,16,5,2015/2016,0
Cagliari,Crotone,2,0,1.48,0.86,18,20,2020/2021,0
Sampdoria,Inter,1,3,0.93,1.91,17,5,2015/2016,0
SPAL 2013,Juventus,0,2,0.16,2.37,19,2,2019/2020,0
Parma Calcio 1913,Lecce,4,3,3.54,2.63,12,18,2019/2020,0
Lazio,AC Milan,1,3,0.37,1.98,6,8,2015/2016,1
Inter,Atalanta,1,1,0.73,2.54,1,5,2019/2020,1
Pescara,Palermo,1,1,1.17,0.48,20,19,2016/2017,0
Frosinone,AC Milan,0,0,0.8,1.66,19,5,2018/2019,1
Inter,SPAL 2013,2,1,1.34,3.08,7,14,2018/2019,0
Atalanta,Pescara,3,0,2.49,0.3,7,20,2016/2017,1
Genoa,Lazio,0,2,0.35,0.81,15,11,2015/2016,0
Atalanta,Chievo,1,1,1.61,1.23,12,15,2017/2018,0
Chievo,Roma,2,2,1.18,2.72,19,14,2018/2019,0
Napoli,Lazio,4,1,2.04,0.79,2,3,2017/2018,1
Torino,Udinese,2,0,1.18,0.56,9,10,2017/2018,1
Genoa,Empoli,0,2,0.55,1.6,11,17,2015/2016,0
Genoa,Sassuolo,0,0,0.97,0.45,12,13,2017/2018,0
Bologna,Cagliari,1,1,0.82,0.8,11,10,2019/2020,1
Atalanta,Crotone,5,1,2.79,0.33,12,17,2017/2018,1
Torino,Cagliari,1,1,1.42,0.35,10,18,2014/2015,1
Cagliari,Parma Calcio 1913,0,0,0.27,0.87,11,15,2020/2021,0
Inter,Benevento,4,0,1.66,0.0,2,12,2020/2021,1
Genoa,Fiorentina,0,0,0.56,1.88,14,10,2018/2019,1
Sampdoria,AC Milan,2,2,2.21,1.09,4,7,2014/2015,1
Roma,Benevento,4,0,2.24,0.72,10,20,2017/2018,0
Udinese,Sassuolo,0,1,0.61,1.51,12,9,2016/2017,0
Sampdoria,Lazio,3,7,1.72,4.24,10,4,2016/2017,0
Juventus,Chievo,2,1,2.14,1.11,1,12,2016/2017,0
Sassuolo,Fiorentina,3,1,2.28,0.78,8,15,2020/2021,1
Lazio,Inter,0,3,0.56,1.03,4,7,2016/2017,0
Juventus,Carpi,3,2,1.67,1.0,4,19,2015/2016,0
Udinese,Sassuolo,1,2,0.27,0.89,11,18,2017/2018,1
Roma,Bologna,1,0,1.37,2.01,6,11,2020/2021,1
Atalanta,AC Milan,0,0,1.29,0.44,8,6,2015/2016,0
Cagliari,Fiorentina,0,1,1.26,1.91,15,14,2020/2021,0
Napoli,Roma,1,1,2.04,0.78,2,8,2018/2019,1
Roma,Parma Calcio 1913,2,1,3.3,1.11,7,12,2019/2020,1
Parma Calcio 1913,Atalanta,0,0,0.56,0.22,20,17,2014/2015,1
Bologna,Fiorentina,0,0,0.33,1.62,17,9,2018/2019,1
Crotone,Lazio,2,3,1.38,2.71,20,7,2020/2021,0
Sassuolo,Fiorentina,1,3,0.75,1.78,12,4,2014/2015,1
AC Milan,Torino,7,0,4.31,0.86,5,16,2020/2021,0
Lazio,SPAL 2013,5,1,2.74,0.83,3,19,2019/2020,1
Inter,Napoli,2,2,1.55,1.1,10,8,2014/2015,1
Crotone,Benevento,4,1,1.5,2.46,20,11,2020/2021,1
Udinese,Sassuolo,1,2,1.63,2.06,13,12,2016/2017,1
Inter,Napoli,1,2,0.52,0.67,1,3,2015/2016,0
Parma Calcio 1913,Sampdoria,0,3,0.72,1.35,20,9,2020/2021,0
Brescia,Sampdoria,1,1,1.66,1.95,19,15,2019/2020,1
Juventus,Sassuolo,1,1,1.94,0.76,1,20,2014/2015,0
Sampdoria,Sassuolo,0,1,0.99,1.66,9,8,2020/2021,0
Sassuolo,AC Milan,1,2,1.05,1.41,6,2,2020/2021,1
AC Milan,Bologna,1,0,1.24,1.08,7,14,2015/2016,0
Sampdoria,Parma Calcio 1913,2,0,2.6,0.93,6,19,2014/2015,0
Udinese,Sampdoria,1,2,0.28,2.13,13,18,2019/2020,0
Lazio,Cagliari,2,1,2.06,1.66,3,5,2019/2020,0
Napoli,Genoa,1,0,1.62,1.01,2,13,2017/2018,1
Lazio,Atalanta,2,3,0.66,2.26,2,4,2019/2020,0
Lecce,SPAL 2013,3,1,1.89,0.92,19,18,2019/2020,0
Bologna,Genoa,1,1,0.9,2.77,15,16,2016/2017,0
Chievo,Sassuolo,3,1,2.84,2.01,13,11,2016/2017,0
Napoli,Chievo,2,1,1.57,0.59,3,18,2014/2015,0
Sampdoria,Bologna,1,0,1.34,0.32,9,11,2017/2018,1
Roma,Palermo,1,2,0.51,2.89,2,11,2014/2015,1
Chievo,Atalanta,1,1,1.23,1.61,15,12,2017/2018,1
Frosinone,AC Milan,2,4,1.03,3.94,18,8,2015/2016,1
Napoli,Sampdoria,2,0,0.96,0.43,2,9,2017/2018,0
AC Milan,Inter,0,0,0.69,1.9,6,4,2017/2018,1
Crotone,AC Milan,0,2,0.11,2.43,18,3,2020/2021,1
Empoli,Torino,2,1,0.64,1.1,12,11,2015/2016,1
Sampdoria,Empoli,1,1,0.5,1.66,7,15,2014/2015,0
Verona,Inter,0,3,1.47,2.38,15,10,2014/2015,1
Sassuolo,Juventus,1,3,0.54,3.04,6,5,2020/2021,0
Bologna,Crotone,1,0,1.74,0.38,5,8,2016/2017,1
AC Milan,Juventus,0,1,0.52,1.12,13,2,2019/2020,0
Roma,Juventus,3,1,1.94,1.04,5,1,2019/2020,0
Parma Calcio 1913,Sampdoria,0,2,0.93,2.6,19,6,2014/2015,1
Fiorentina,Sassuolo,3,1,1.78,0.75,4,12,2014/2015,0
Roma,Lazio,2,2,0.63,1.48,2,3,2014/2015,1
Verona,Benevento,3,1,2.52,1.6,12,14,2020/2021,1
Inter,Empoli,2,0,3.09,0.44,5,17,2016/2017,1
Atalanta,Frosinone,0,0,0.98,0.8,12,19,2015/2016,0
AC Milan,Juventus,1,2,0.79,3.45,7,1,2016/2017,0
Juventus,AC Milan,1,0,1.01,0.58,7,6,2015/2016,1
Sampdoria,AC Milan,1,2,0.99,2.67,11,1,2020/2021,1
Roma,Palermo,1,1,0.91,1.01,2,10,2014/2015,0
Sassuolo,Torino,3,5,3.46,2.54,10,9,2016/2017,0
Atalanta,Inter,1,1,2.54,0.73,5,1,2019/2020,0
Bologna,Parma Calcio 1913,3,0,1.45,0.79,16,19,2020/2021,0
Sampdoria,Genoa,0,3,0.69,2.2,15,11,2015/2016,1
AC Milan,Lazio,1,1,1.51,0.72,6,8,2015/2016,1
Lazio,Atalanta,1,1,1.57,1.6,2,17,2014/2015,0
Juventus,Fiorentina,3,0,2.91,0.91,1,14,2019/2020,1
Juventus,Torino,3,1,2.43,0.41,1,7,2016/2017,0
Sassuolo,Carpi,3,1,1.81,1.4,7,17,2015/2016,0
Frosinone,Juventus,0,2,0.06,2.92,20,1,2018/2019,1
Brescia,AC Milan,0,1,0.86,1.93,5,13,2019/2020,0
